work_year,salary_in_usd,remote_ratio,Cost of Living Index,Rent Index,Local Purchasing Power Index,Cost of Living Plus Rent Index,GDP,log_salary,experience_numeric,salary_k,adjusted_salary,rent_burden_ratio,gdp_to_power_ratio,role_numeric,remote_Onsite,remote_Remote,company_size_num,country_France,country_Germany,country_Greece,country_India,country_Japan,country_Netherlands,country_Other,country_Spain,country_United Kingdom,country_United States,exp_x_role,exp_x_remote,size_x_gdp
2020,115000,0,55.8,41.3,127.9,48.9,37173.8754093066,11.652696102959753,2,115.0,2060.93,0.845,290.648,4,True,False,3,False,False,False,False,False,False,True,False,False,False,8,0.0,111521.6262279198
2020,325000,100,70.4,41.7,142.3,56.6,64401.5074354212,12.691583538230217,4,325.0,4616.48,0.737,452.576,0,False,True,3,False,False,False,False,False,False,False,False,False,True,0,4.0,193204.5223062636
2020,42000,50,63.1,33.5,124.9,48.9,53467.9277413737,10.645448706505872,1,42.0,665.61,0.685,428.086,0,False,False,3,False,False,False,False,False,True,False,False,False,False,0,0.5,160403.78322412109
2020,33511,0,40.2,15.5,45.4,28.4,8841.2707511328,10.419658862626871,3,33.5,833.61,0.546,194.742,2,True,False,1,False,False,False,False,False,False,True,False,False,False,6,0.0,8841.2707511328
2020,100000,100,70.4,41.7,142.3,56.6,64401.5074354212,11.51293546492023,1,100.0,1420.45,0.737,452.576,3,False,True,3,False,False,False,False,False,False,False,False,False,True,3,1.0,193204.5223062636
2020,117104,50,64.8,33.2,103.7,49.6,43537.839298904,11.6708262472225,3,117.1,1807.16,0.669,419.844,4,False,False,3,False,False,False,False,False,False,False,False,False,False,12,1.5,130613.517896712
2020,59303,100,62.2,24.4,120.2,44.0,47379.765194548,10.990432036336555,2,59.3,953.42,0.555,394.174,2,False,True,1,False,True,False,False,False,False,False,False,False,False,4,2.0,47379.765194548
2020,70000,100,70.4,41.7,142.3,56.6,64401.5074354212,11.156264806643742,1,70.0,994.32,0.737,452.576,2,False,True,3,False,False,False,False,False,False,False,False,False,True,2,1.0,193204.5223062636
2020,68428,100,70.4,41.7,142.3,56.6,64401.5074354212,11.133551990366144,3,68.4,971.99,0.737,452.576,4,False,True,3,False,False,False,False,False,False,False,False,False,True,12,3.0,193204.5223062636
2020,450000,0,70.4,41.7,142.3,56.6,64401.5074354212,13.017005083966255,2,450.0,6392.05,0.737,452.576,0,True,False,2,False,False,False,False,False,False,False,False,False,True,0,0.0,128803.0148708424
2020,46759,50,63.7,21.0,102.4,43.2,39169.8606000707,10.752783415586006,2,46.8,734.05,0.486,382.518,3,False,False,3,True,False,False,False,False,False,False,False,False,False,6,1.0,117509.5818002121
2020,74130,50,65.1,22.5,102.4,44.7,48716.4098900349,11.213589077374968,2,74.1,1138.71,0.503,475.746,2,False,False,3,False,False,False,False,False,False,True,False,False,False,4,1.0,146149.2296701047
2020,103000,100,70.4,41.7,142.3,56.6,64401.5074354212,11.542493975902508,2,103.0,1463.07,0.737,452.576,0,False,True,3,False,False,False,False,False,False,False,False,False,True,0,2.0,193204.5223062636
2020,250000,50,70.4,41.7,142.3,56.6,64401.5074354212,12.429220196836383,1,250.0,3551.14,0.737,452.576,4,False,False,3,False,False,False,False,False,False,False,False,False,True,4,0.5,193204.5223062636
2020,10000,100,31.4,22.1,11.0,27.0,2019.65706326224,9.210440366976517,1,10.0,318.47,0.819,183.605,3,False,True,1,False,False,False,False,False,False,True,False,False,False,3,1.0,2019.65706326224
2020,138000,100,70.4,41.7,142.3,56.6,64401.5074354212,11.835016210489899,1,138.0,1960.23,0.737,452.576,4,False,True,1,False,False,False,False,False,False,False,False,False,True,4,1.0,64401.5074354212
2020,45760,100,70.4,41.7,142.3,56.6,64401.5074354212,10.731187478961756,2,45.8,650.0,0.737,452.576,4,False,True,1,False,False,False,False,False,False,False,False,False,True,8,2.0,64401.5074354212
2020,79833,50,47.3,22.9,92.1,35.6,27233.9426461608,11.28770475786082,4,79.8,1687.8,0.643,295.7,2,False,False,3,False,False,False,False,False,False,False,True,False,False,8,2.0,81701.8279384824
2020,50180,0,45.1,24.0,56.9,35.0,22299.4044062173,10.823391747980118,2,50.2,1112.64,0.686,391.905,4,True,False,2,False,False,False,False,False,False,True,False,False,False,8,0.0,44598.8088124346
2020,106000,100,70.4,41.7,142.3,56.6,64401.5074354212,11.571203807011969,2,106.0,1505.68,0.737,452.576,2,False,True,3,False,False,False,False,False,False,False,False,False,True,4,2.0,193204.5223062636
2020,112872,50,62.0,31.1,115.2,47.1,40404.8062238951,11.634018571846916,2,112.9,1820.52,0.66,350.736,2,False,False,3,False,False,False,False,False,False,False,False,True,False,4,1.0,121214.4186716853
2020,15966,100,62.2,24.4,120.2,44.0,47379.765194548,9.678279371339702,1,16.0,256.69,0.555,394.174,4,False,True,1,False,True,False,False,False,False,False,False,False,False,4,1.0,47379.765194548
2020,76958,100,62.0,31.1,115.2,47.1,40404.8062238951,11.251028091492175,2,77.0,1241.26,0.66,350.736,4,False,True,1,False,False,False,False,False,False,False,False,True,False,8,2.0,40404.8062238951
2020,188000,100,70.4,41.7,142.3,56.6,64401.5074354212,12.144202560946876,3,188.0,2670.45,0.737,452.576,2,False,True,3,False,False,False,False,False,False,False,False,False,True,6,3.0,193204.5223062636
2020,105000,100,70.4,41.7,142.3,56.6,64401.5074354212,11.561725152903833,2,105.0,1491.48,0.737,452.576,4,False,True,3,False,False,False,False,False,False,False,False,False,True,8,2.0,193204.5223062636
2020,70139,50,63.7,21.0,102.4,43.2,39169.8606000707,11.15824852369417,2,70.1,1101.08,0.486,382.518,2,False,False,3,True,False,False,False,False,False,False,False,False,False,4,1.0,117509.5818002121
2020,6072,0,21.2,5.6,82.6,13.7,1907.04251637669,8.711607995897575,1,6.1,286.42,0.409,23.088,3,True,False,1,False,False,False,True,False,False,False,False,False,False,3,0.0,1907.04251637669
2020,91000,100,70.4,41.7,142.3,56.6,64401.5074354212,11.418625774449598,1,91.0,1292.61,0.737,452.576,3,False,True,3,False,False,False,False,False,False,False,False,False,True,3,1.0,193204.5223062636
2020,45896,50,72.3,26.4,127.2,50.2,60985.4885601514,10.734155034435489,1,45.9,634.8,0.526,479.446,4,False,False,1,False,False,False,False,False,False,True,False,False,False,4,0.5,60985.4885601514
2020,54742,100,62.2,24.4,120.2,44.0,47379.765194548,10.910404785623465,1,54.7,880.1,0.555,394.174,2,False,True,3,False,True,False,False,False,False,False,False,False,False,2,1.0,142139.295583644
2020,60000,100,70.4,41.7,142.3,56.6,64401.5074354212,11.002116507732017,3,60.0,852.27,0.737,452.576,2,False,True,1,False,False,False,False,False,False,False,False,False,True,6,3.0,64401.5074354212
2020,148261,100,62.2,24.4,120.2,44.0,47379.765194548,11.906736257934913,3,148.3,2383.62,0.555,394.174,4,False,True,2,False,True,False,False,False,False,False,False,False,False,12,3.0,94759.530389096
2020,38776,100,47.3,22.9,92.1,35.6,27233.9426461608,10.565582566340604,2,38.8,819.79,0.643,295.7,4,False,True,2,False,False,False,False,False,False,False,True,False,False,8,2.0,54467.8852923216
2020,118000,100,70.4,41.7,142.3,56.6,64401.5074354212,11.678448377988165,2,118.0,1676.14,0.737,452.576,4,False,True,2,False,False,False,False,False,False,False,False,False,True,8,2.0,128803.0148708424
2020,120000,50,70.4,41.7,142.3,56.6,64401.5074354212,11.695255355062795,3,120.0,1704.55,0.737,452.576,4,False,False,3,False,False,False,False,False,False,False,False,False,True,12,1.5,193204.5223062636
2020,138350,100,70.4,41.7,142.3,56.6,64401.5074354212,11.837549213233764,2,138.4,1965.2,0.737,452.576,4,False,True,2,False,False,False,False,False,False,False,False,False,True,8,2.0,128803.0148708424
2020,110000,100,70.4,41.7,142.3,56.6,64401.5074354212,11.608244735642321,2,110.0,1562.5,0.737,452.576,2,False,True,3,False,False,False,False,False,False,False,False,False,True,4,2.0,193204.5223062636
2020,130800,100,70.4,41.7,142.3,56.6,64401.5074354212,11.781432363235949,2,130.8,1857.95,0.737,452.576,2,False,True,2,False,False,False,False,False,False,False,False,False,True,4,2.0,128803.0148708424
2020,21669,50,56.2,19.2,78.3,38.5,32091.4866621366,9.983684094530405,1,21.7,385.57,0.499,409.853,4,False,False,1,False,False,False,False,False,False,True,False,False,False,4,0.5,32091.4866621366
2020,412000,100,70.4,41.7,142.3,56.6,64401.5074354212,12.928781055513184,3,412.0,5852.27,0.737,452.576,4,False,True,3,False,False,False,False,False,False,False,False,False,True,12,3.0,193204.5223062636
2020,45618,100,45.5,13.8,75.0,30.3,14808.4620188819,10.728079575387694,3,45.6,1002.59,0.455,197.446,4,False,True,1,False,False,False,False,False,False,True,False,False,False,12,3.0,14808.4620188819
2020,62726,50,62.2,24.4,120.2,44.0,47379.765194548,11.046547255939533,1,62.7,1008.46,0.555,394.174,4,False,False,1,False,True,False,False,False,False,False,False,False,False,4,0.5,47379.765194548
2020,49268,0,62.2,24.4,120.2,44.0,47379.765194548,10.805050359005671,1,49.3,792.09,0.555,394.174,4,True,False,1,False,True,False,False,False,False,False,False,False,False,4,0.0,47379.765194548
2020,190200,100,70.4,41.7,142.3,56.6,64401.5074354212,12.155836686703159,3,190.2,2701.7,0.737,452.576,1,False,True,2,False,False,False,False,False,False,False,False,False,True,3,3.0,128803.0148708424
2020,105000,100,70.4,41.7,142.3,56.6,64401.5074354212,11.561725152903833,1,105.0,1491.48,0.737,452.576,4,False,True,1,False,False,False,False,False,False,False,False,False,True,4,1.0,64401.5074354212
2020,91237,0,65.1,22.5,102.4,44.7,48716.4098900349,11.42122675594764,3,91.2,1401.49,0.503,475.746,4,True,False,1,False,False,False,False,False,False,True,False,False,False,12,0.0,48716.4098900349
2020,62726,50,62.4,40.5,182.5,51.9,116860.02817236,11.046547255939533,2,62.7,1005.22,0.78,640.329,4,False,False,1,False,False,False,False,False,False,True,False,False,False,8,1.0,116860.02817236
2020,42197,50,63.7,21.0,102.4,43.2,39169.8606000707,10.650128105536073,2,42.2,662.43,0.486,382.518,4,False,False,1,True,False,False,False,False,False,False,False,False,False,8,1.0,39169.8606000707
2021,82528,50,62.0,31.1,115.2,47.1,46926.475736105,11.320905025707312,1,82.5,1331.1,0.66,407.348,0,False,False,3,False,False,False,False,False,False,False,False,True,False,0,0.5,140779.427208315
2021,150000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.918397239722838,4,150.0,2130.68,0.737,501.106,3,False,True,3,False,False,False,False,False,False,False,False,False,True,12,4.0,213922.20518316538
2021,235000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.367345048436391,4,235.0,3338.07,0.737,501.106,0,False,True,3,False,False,False,False,False,False,False,False,False,True,0,4.0,213922.20518316538
2021,53192,50,63.7,21.0,102.4,43.2,43725.0999521245,10.881682087725098,3,53.2,835.04,0.486,427.003,4,False,False,3,True,False,False,False,False,False,False,False,False,False,12,1.5,131175.29985637352
2021,100000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.51293546492023,2,100.0,1420.45,0.737,501.106,3,False,True,2,False,False,False,False,False,False,False,False,False,True,6,2.0,142614.8034554436
2021,5409,50,21.2,5.6,82.6,13.7,2239.61384367482,8.596004371840527,2,5.4,255.14,0.409,27.114,0,False,False,2,False,False,False,True,False,False,False,False,False,False,0,1.0,4479.22768734964
2021,270000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.506180941677357,2,270.0,3835.23,0.737,501.106,4,False,True,3,False,False,False,False,False,False,False,False,False,True,8,2.0,213922.20518316538
2021,80000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.289794413577894,1,80.0,1136.36,0.737,501.106,3,False,True,2,False,False,False,False,False,False,False,False,False,True,3,1.0,142614.8034554436
2021,79197,100,62.2,24.4,120.2,44.0,52265.6541620571,11.279706324958415,3,79.2,1273.26,0.555,434.822,3,False,True,3,False,True,False,False,False,False,False,False,False,False,9,3.0,156796.9624861713
2021,140000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.849404844423074,2,140.0,1988.64,0.737,501.106,2,False,True,3,False,False,False,False,False,False,False,False,False,True,4,2.0,213922.20518316538
2021,54238,50,64.8,33.2,103.7,49.6,52886.6616372703,10.90115548586615,2,54.2,837.01,0.669,509.997,4,False,False,3,False,False,False,False,False,False,False,False,False,False,8,1.0,158659.9849118109
2021,47282,100,47.3,22.9,92.1,35.6,30799.4775937775,10.76390610184365,2,47.3,999.62,0.643,334.413,4,False,True,1,False,False,False,False,False,False,False,True,False,False,8,2.0,30799.4775937775
2021,153667,100,40.8,17.1,85.8,29.5,18635.5088812509,11.94254971006262,4,153.7,3766.35,0.58,217.197,0,False,True,3,False,False,False,False,False,False,True,False,False,False,0,4.0,55906.526643752695
2021,28476,100,40.8,17.1,85.8,29.5,18635.5088812509,10.25685202289892,2,28.5,697.94,0.58,217.197,2,False,True,3,False,False,False,False,False,False,True,False,False,False,4,2.0,55906.526643752695
2021,59102,50,63.7,21.0,102.4,43.2,43725.0999521245,10.987036963527192,1,59.1,927.82,0.486,427.003,3,False,False,2,True,False,False,False,False,False,False,False,False,False,3,0.5,87450.199904249
2021,110000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.608244735642321,2,110.0,1562.5,0.737,501.106,3,False,True,3,False,False,False,False,False,False,False,False,False,True,6,2.0,213922.20518316538
2021,170000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.04355959836804,3,170.0,2414.77,0.737,501.106,3,False,True,3,False,False,False,False,False,False,False,False,False,True,9,3.0,213922.20518316538
2021,80000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.289794413577894,3,80.0,1136.36,0.737,501.106,3,False,True,1,False,False,False,False,False,False,False,False,False,True,9,3.0,71307.4017277218
2021,88654,100,72.3,26.4,127.2,50.2,69727.9873677012,11.392507711491088,3,88.7,1226.2,0.526,548.176,3,False,True,3,False,False,False,False,False,False,True,False,False,False,9,3.0,209183.96210310358
2021,76833,100,62.2,24.4,120.2,44.0,52265.6541620571,11.249402529502674,1,76.8,1235.26,0.555,434.822,0,False,True,1,False,True,False,False,False,False,False,False,False,False,0,1.0,52265.6541620571
2021,19609,100,21.2,5.6,82.6,13.7,2239.61384367482,9.883794919190391,2,19.6,924.95,0.409,27.114,3,False,True,3,False,False,False,True,False,False,False,False,False,False,6,2.0,6718.84153102446
2021,276000,0,70.4,41.7,142.3,56.6,71307.4017277218,12.52815976788113,3,276.0,3920.45,0.737,501.106,2,True,False,3,False,False,False,False,False,False,False,False,False,True,6,0.0,213922.20518316538
2021,29751,50,21.2,5.6,82.6,13.7,2239.61384367482,10.300651635604906,1,29.8,1403.35,0.409,27.114,4,False,False,3,False,False,False,True,False,False,False,False,False,False,4,0.5,6718.84153102446
2021,89294,50,76.7,67.2,111.1,72.1,80056.1288247844,11.3997007742556,2,89.3,1164.2,0.932,720.577,2,False,False,3,False,False,False,False,False,False,True,False,False,False,4,1.0,240168.3864743532
2021,12000,100,70.4,41.7,142.3,56.6,71307.4017277218,9.392745258631441,1,12.0,170.45,0.737,501.106,4,False,True,1,False,False,False,False,False,False,False,False,False,True,4,1.0,71307.4017277218
2021,450000,100,70.4,41.7,142.3,56.6,71307.4017277218,13.017005083966255,2,450.0,6392.05,0.737,501.106,3,False,True,3,False,False,False,False,False,False,False,False,False,True,6,2.0,213922.20518316538
2021,70000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.156264806643742,1,70.0,994.32,0.737,501.106,2,False,True,2,False,False,False,False,False,False,False,False,False,True,2,1.0,142614.8034554436
2021,95746,100,70.4,41.7,142.3,56.6,71307.4017277218,11.469464574959359,2,95.7,1360.03,0.737,501.106,2,False,True,1,False,False,False,False,False,False,False,False,False,True,4,2.0,71307.4017277218
2021,75000,0,70.4,41.7,142.3,56.6,71307.4017277218,11.225256725762893,2,75.0,1065.34,0.737,501.106,3,True,False,3,False,False,False,False,False,False,False,False,False,True,6,0.0,213922.20518316538
2021,150000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.918397239722838,3,150.0,2130.68,0.737,501.106,2,False,True,3,False,False,False,False,False,False,False,False,False,True,6,3.0,213922.20518316538
2021,36259,50,70.4,41.7,142.3,56.6,71307.4017277218,10.498470484308841,2,36.3,515.04,0.737,501.106,3,False,False,3,False,False,False,False,False,False,False,False,False,True,6,1.0,213922.20518316538
2021,62000,0,70.4,41.7,142.3,56.6,71307.4017277218,11.034905792929415,2,62.0,880.68,0.737,501.106,3,True,False,3,False,False,False,False,False,False,False,False,False,True,6,0.0,213922.20518316538
2021,73000,0,70.4,41.7,142.3,56.6,71307.4017277218,11.19822841866684,2,73.0,1036.93,0.737,501.106,4,True,False,3,False,False,False,False,False,False,False,False,False,True,8,0.0,213922.20518316538
2021,51519,50,62.0,31.1,115.2,47.1,46926.475736105,10.849725360778235,2,51.5,830.95,0.66,407.348,3,False,False,3,False,False,False,False,False,False,False,False,True,False,6,1.0,140779.427208315
2021,187442,100,64.8,33.2,103.7,49.6,52886.6616372703,12.141230078175235,2,187.4,2892.62,0.669,509.997,0,False,True,3,False,False,False,False,False,False,False,False,False,False,0,2.0,158659.9849118109
2021,115000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.652696102959753,3,115.0,1633.52,0.737,501.106,2,False,True,1,False,False,False,False,False,False,False,False,False,True,6,3.0,71307.4017277218
2021,150000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.918397239722838,3,150.0,2130.68,0.737,501.106,2,False,True,2,False,False,False,False,False,False,False,False,False,True,6,3.0,142614.8034554436
2021,30428,100,21.2,5.6,82.6,13.7,2239.61384367482,10.323151380044106,1,30.4,1435.28,0.409,27.114,2,False,True,3,False,False,False,True,False,False,False,False,False,False,2,1.0,6718.84153102446
2021,94564,50,62.2,24.4,120.2,44.0,52265.6541620571,11.457042707722556,3,94.6,1520.32,0.555,434.822,4,False,False,3,False,True,False,False,False,False,False,False,False,False,12,1.5,156796.9624861713
2021,113476,100,62.0,31.1,115.2,47.1,46926.475736105,11.639355452196886,3,113.5,1830.26,0.66,407.348,2,False,True,2,False,False,False,False,False,False,False,False,True,False,6,3.0,93852.95147221
2021,103160,100,62.0,31.1,115.2,47.1,46926.475736105,11.544046153628019,3,103.2,1663.87,0.66,407.348,2,False,True,1,False,False,False,False,False,False,False,False,True,False,6,3.0,46926.475736105
2021,12000,100,70.4,41.7,142.3,56.6,71307.4017277218,9.392745258631441,1,12.0,170.45,0.737,501.106,4,False,True,2,False,False,False,False,False,False,False,False,False,True,4,1.0,142614.8034554436
2021,45391,100,63.1,33.5,124.9,48.9,60141.9880911492,10.723091157048632,2,45.4,719.35,0.685,481.521,2,False,True,3,False,False,False,False,False,True,False,False,False,False,4,2.0,180425.9642734476
2021,225000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.323860125621126,1,225.0,3196.02,0.737,501.106,4,False,True,3,False,False,False,False,False,False,False,False,False,True,4,1.0,213922.20518316538
2021,50000,100,31.4,22.1,11.0,27.0,2017.27486481527,10.819798284210286,2,50.0,1592.36,0.819,183.389,4,False,True,3,False,False,False,False,False,False,True,False,False,False,8,2.0,6051.824594445809
2021,40189,100,52.0,12.9,53.0,33.2,20654.7001960815,10.601373487443247,2,40.2,772.87,0.389,389.711,2,False,True,2,False,False,True,False,False,False,False,False,False,False,4,2.0,41309.400392163
2021,90000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.407576060361786,1,90.0,1278.41,0.737,501.106,3,False,True,1,False,False,False,False,False,False,False,False,False,True,3,1.0,71307.4017277218
2021,200000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.206077645517674,2,200.0,2840.91,0.737,501.106,2,False,True,3,False,False,False,False,False,False,False,False,False,True,4,2.0,213922.20518316538
2021,60000,50,37.5,9.9,63.8,24.2,14986.7854904274,11.002116507732017,2,60.0,1600.0,0.409,234.903,2,False,False,2,False,False,False,False,False,False,True,False,False,False,4,1.0,29973.5709808548
2021,200000,100,70.4,41.7,142.3,56.6,71307.4017277218,12.206077645517674,3,200.0,2840.91,0.737,501.106,2,False,True,2,False,False,False,False,False,False,False,False,False,True,6,3.0,142614.8034554436
2021,50000,100,70.4,41.7,142.3,56.6,71307.4017277218,10.819798284210286,1,50.0,710.23,0.737,501.106,3,False,True,2,False,False,False,False,False,False,False,False,False,True,3,1.0,142614.8034554436
2021,110037,0,62.0,31.1,115.2,47.1,46926.475736105,11.608581039664324,1,110.0,1774.79,0.66,407.348,4,True,False,3,False,False,False,False,False,False,False,False,True,False,4,0.0,140779.427208315
2021,10354,50,47.3,22.9,92.1,35.6,30799.4775937775,9.245224773829685,1,10.4,218.9,0.643,334.413,3,False,False,2,False,False,False,False,False,False,False,True,False,False,3,0.5,61598.955187555
2021,151000,100,70.4,41.7,142.3,56.6,71307.4017277218,11.92504173829169,2,151.0,2144.89,0.737,501.106,4,False,True,3,False,False,False,False,False,False,False,False,False,True,8,2.0,213922.20518316538
2021,120000,50,70.4,41.7,142.3,56.6,71307.4017277218,11.695255355062795,3,120.0,1704.55,0.737,501.106,4,False,False,1,False,False,False,False,False,False,False,False,False,True,12,1.5,71307.4017277218
2021,9466,0,21.2,5.6,82.6,13.7,2239.61384367482,9.15556734612889,2,9.5,446.51,0.409,27.114,4,True,False,1,False,False,False,True,False,False,False,False,False,False,8,0.0,2239.61384367482
2021,20000,100,21.2,5.6,82.6,13.7,2239.61384367482,9.90353755128617,1,20.0,943.4,0.409,27.114,4,False,True,1,False,False,False,True,False,False,False,False,False,False,4,1.0,2239.61384367482
2021,40570,50,21.2,5.6,82.6,13.7,2239.61384367482,10.610808804651954,3,40.6,1913.68,0.409,27.114,4,False,False,3,False,False,False,True,False,False,False,False,False,False,12,1.5,6718.84153102446
2021,100000,50,29.3,7.6,50.4,18.9,4868.49431080783,11.51293546492023,1,100.0,3412.97,0.402,96.597,4,False,False,1,False,False,False,False,False,False,True,False,False,False,4,0.5,4868.49431080783
2021,49646,50,63.7,21.0,102.4,43.2,43725.0999521245,10.812693244687052,1,49.6,779.37,0.486,427.003,4,False,False,2,True,False,False,False,False,False,False,False,False,False,4,0.5,87450.199904249
2021,38400,100,70.4,41.7,142.3,56.6,71307.4017277218,10.555838779903407,2,38.4,545.45,0.737,501.106,4,False,True,2,False,False,False,False,False,False,False,False,False,True,8,2.0,142614.8034554436
2021,24000,100,30.2,7.9,37.2,19.5,7972.5366498646,10.085850775128717,3,24.0,794.7,0.405,214.316,2,False,True,2,False,False,False,False,False,False,True,False,False,False,6,3.0,15945.0732997292
